TIMESTAMP,CPU,MEMORY,MOUSE_POSITION,LEFT_CLICKS,RIGHT_CLICKS,q,w,e,r,t,d,f,tab,space,ctrl
1704412166626533600,15.4,65.3,"(1424, 431)",0,2,0,0,0,0,0,0,0,0,0,0
1704412168155924200,14.4,65.3,"(1370, 434)",0,0,0,0,0,0,0,0,0,0,0,0
1704412168670392100,16.6,65.1,"(1363, 305)",0,3,0,0,0,0,0,0,0,0,0,0
1704412169689821800,14.5,65.2,"(1589, 133)",0,3,0,0,0,0,0,0,0,0,0,0
1704412170714753800,11.3,65.1,"(1852, 366)",0,2,0,0,0,0,0,0,0,0,0,0
1704412172243654600,13.4,65.1,"(1637, 292)",0,1,0,0,0,0,0,0,0,0,0,0
1704412172760124200,17.5,65.1,"(1396, 452)",0,2,0,0,0,0,0,0,0,0,0,0
1704412174288016100,14.8,65.1,"(1359, 684)",0,2,0,0,0,0,0,0,0,0,0,0
1704412174801986300,11.3,65.1,"(1463, 296)",0,1,0,0,0,0,0,0,0,0,0,0
1704412175824420700,14.0,65.1,"(1522, 462)",0,0,0,0,0,0,1,0,0,0,0,0
1704412176845348600,11.4,65.1,"(1635, 320)",0,2,0,0,0,0,0,0,0,0,0,0
1704412177867781800,19.1,65.1,"(1709, 347)",0,2,0,0,0,0,0,0,0,0,0,0
1704412179399173900,14.8,65.2,"(1676, 365)",0,2,0,0,0,0,0,0,0,0,0,0
1704412180423610100,12.8,65.2,"(1573, 347)",0,2,0,0,0,0,0,0,0,0,0,0
1704412180940079500,11.3,65.2,"(1563, 475)",0,3,0,0,0,0,0,0,0,0,0,0
